id,date,title,caption,alt,mime,attached_to_post,source_url,local_path,used_in_archive,downloaded
1647,2014-04-19,enyo_avatar_gray_256x256_trans,Image: Enyojs.com,Enyo logo,image/png,1646,https://pivotce.com/files/2014/04/enyo_avatar_gray_256x256_trans.png,images/files/2014/04/enyo_avatar_gray_256x256_trans.png,yes,ok
1657,2014-04-20,hatching2,Photo: Sean Bonnette / National Science Foundation,A newly hatched Adélie penguin chick with its parent.,image/jpeg,1656,https://pivotce.com/files/2014/04/hatching2.jpg,images/files/2014/04/hatching2.jpg,yes,ok
1658,2014-04-20,logo-usap,Logo of the United States Antartic Program,Logo of the United States Antartic Program,image/jpeg,1656,https://pivotce.com/files/2014/04/logo-usap.jpg,images/files/2014/04/logo-usap.jpg,no,ok
1659,2014-04-20,USAP-Logo-Small,Logo of the Unit,Logo of the Unit,image/png,1656,https://pivotce.com/files/2014/04/USAP-Logo-Small.png,images/files/2014/04/USAP-Logo-Small.png,yes,ok
1677,2014-05-07,googlebroken,,,image/jpeg,1676,https://pivotce.com/files/2014/05/googlebroken.jpg,images/files/2014/05/googlebroken.jpg,variant,ok
1728,2014-05-26,Logo_square,,,image/png,,https://pivotce.com/files/2014/05/Logo_square.png,images/files/2014/05/Logo_square.png,no,ok
1729,2014-05-26,Logo_invers_square,,,image/png,,https://pivotce.com/files/2014/05/Logo_invers_square.png,images/files/2014/05/Logo_invers_square.png,no,ok
1730,2014-05-26,Logo_invers_wide,,,image/png,,https://pivotce.com/files/2014/05/Logo_invers_wide.png,images/files/2014/05/Logo_invers_wide.png,no,ok
1746,2014-06-06,Pre_Pixi_2014,The Pre & Pixi in 2014. Images copyright Palm Inc.,The Palm Pre & Pixi in2014,image/jpeg,1703,https://pivotce.com/files/2014/05/Pre_Pixi_2014.jpg,images/files/2014/05/Pre_Pixi_2014.jpg,yes,ok
1752,2014-06-06,webOS_Day,,,image/jpeg,1747,https://pivotce.com/files/2014/06/webOS_Day1.jpg,images/files/2014/06/webOS_Day1.jpg,yes,ok
1758,2014-06-09,12605_ios7-multitask-webos-660×660,,,image/jpeg,1738,https://pivotce.com/files/2014/06/12605_ios7-multitask-webos-660x660.jpg,images/files/2014/06/12605_ios7-multitask-webos-660x660.jpg,yes,ok
1780,2014-06-13,blue-white-sphere-text_1,,,image/png,1779,https://pivotce.com/files/2014/06/blue-white-sphere-text_1.png,images/files/2014/06/blue-white-sphere-text_1.png,yes,ok
1781,2014-06-13,default-app-icon,,,image/png,1779,https://pivotce.com/files/2014/06/default-app-icon.png,images/files/2014/06/default-app-icon.png,yes,ok
1802,2014-06-14,LuneOS featured image,,,image/jpeg,1779,https://pivotce.com/files/2014/06/LuneOS-featured-image.jpg,images/files/2014/06/LuneOS-featured-image.jpg,yes,ok
1816,2014-06-14,gauth_2014-13-06_121239,,,image/png,,https://pivotce.com/files/2014/06/gauth_2014-13-06_121239.png,images/files/2014/06/gauth_2014-13-06_121239.png,no,ok
1818,2014-06-14,gauth_2014-13-06_133341,,,image/png,,https://pivotce.com/files/2014/06/gauth_2014-13-06_133341.png,images/files/2014/06/gauth_2014-13-06_133341.png,no,ok
1826,2014-06-15,gauth featured image,,,image/jpeg,,https://pivotce.com/files/2014/06/gauth-featured-image.jpg,images/files/2014/06/gauth-featured-image.jpg,no,ok
1827,2014-06-15,News crumbs,Image: Alan Morford,News crumbs straight from the webOS toaster,image/jpeg,,https://pivotce.com/files/2014/06/news-crumbs-2.jpg,images/files/2014/06/news-crumbs-2.jpg,yes,ok
1876,2014-07-08,LGpromo,The LG promo website,,image/jpeg,1720,https://pivotce.com/files/2014/05/LGpromo.jpg,images/files/2014/05/LGpromo.jpg,yes,ok
1881,2014-07-11,Chicago_sunrise_1,Image Credit: Daniel Schwen,Chicago sunrise by Daniel Schwen,image/jpeg,1880,https://pivotce.com/files/2014/07/Chicago_sunrise_1.jpg,images/files/2014/07/Chicago_sunrise_1.jpg,yes,ok
1909,2014-08-06,Pre2 & Veeri 2014,The Pre2 & Veer in 2014,The Pre2 & Veer in 2014,image/jpeg,1829,https://pivotce.com/files/2014/07/Pre2-Veeri-2014.jpg,images/files/2014/07/Pre2-Veeri-2014.jpg,yes,ok
1926,2014-08-18,Skype,Skype isn’t dead yet on webOS.,Skype on webOS,image/jpeg,1922,https://pivotce.com/files/2014/08/Skype.jpg,images/files/2014/08/Skype.jpg,yes,ok
1931,2014-08-18,webOS Nexus5,LG webOS on a Nexus 5,LG webOS on a Nexus 5,image/jpeg,1928,https://pivotce.com/files/2014/08/webOS-Nexus5.jpg,images/files/2014/08/webOS-Nexus5.jpg,yes,ok
1938,2014-08-20,The Pre3 & TP in 2014,The Pre3 and Touchpad in 2014.,The Pre3 and Touchpad in 2014.,image/jpeg,1870,https://pivotce.com/files/2014/07/Pre3-TP-2014.jpg,images/files/2014/07/Pre3-TP-2014.jpg,yes,ok
1958,2014-08-29,luneosreleaseheader2,,,image/jpeg,830,https://pivotce.com/files/2014/08/luneosreleaseheader2.jpg,images/files/2014/08/luneosreleaseheader2.jpg,no,ok
1963,2014-08-29,preware down featured,,,image/jpeg,1959,https://pivotce.com/files/2014/08/preware-down-featured.jpg,images/files/2014/08/preware-down-featured.jpg,yes,ok
1969,2014-08-29,whois1,,,image/jpeg,1959,https://pivotce.com/files/2014/08/whois1.jpg,images/files/2014/08/whois1.jpg,yes,ok
1970,2014-08-29,whois2,,,image/jpeg,1959,https://pivotce.com/files/2014/08/whois2.jpg,images/files/2014/08/whois2.jpg,yes,ok
1983,2014-08-30,Tweaks,Tweaks is planned to enable your favorite custom app settings.,,image/png,830,https://pivotce.com/files/2014/08/Affogato1.png,images/files/2014/08/Affogato1.png,no,ok
1984,2014-08-30,LuneOS Tweaks,Tweaks is planned to enable your favorite custom app settings.,,image/png,830,https://pivotce.com/files/2014/08/Affogato2.png,images/files/2014/08/Affogato2.png,no,ok
1985,2014-08-30,Preware 2,Completely Enyo 2. Preware 2 works right now.,,image/png,830,https://pivotce.com/files/2014/08/Affogato3.png,images/files/2014/08/Affogato3.png,no,ok
1986,2014-08-30,Phone,The phone app is coming along nicely.,,image/png,830,https://pivotce.com/files/2014/08/Affogato4.png,images/files/2014/08/Affogato4.png,no,ok
1987,2014-08-30,Phone Contacts,Contacts will still be visible from the phone app like current webOS phones.,,image/png,830,https://pivotce.com/files/2014/08/Affogato5.png,images/files/2014/08/Affogato5.png,no,ok
1988,2014-08-30,File Manager,There is a built-in File Manager already present.,,image/png,830,https://pivotce.com/files/2014/08/Affogato6.png,images/files/2014/08/Affogato6.png,no,ok
1989,2014-08-30,OTA Updates,The OTA update backend is part of the OS and can be checked in Settings.,,image/png,830,https://pivotce.com/files/2014/08/Affogato7.png,images/files/2014/08/Affogato7.png,no,ok
1990,2014-08-30,PDF Viewer,"Hello, world! The PDF Viewer works as well.",,image/png,830,https://pivotce.com/files/2014/08/Affogato8.png,images/files/2014/08/Affogato8.png,no,ok
1991,2014-08-30,LuneOS,It looks just like it should and is running better and better.,,image/png,830,https://pivotce.com/files/2014/08/Affogato9.png,images/files/2014/08/Affogato9.png,no,ok
1996,2014-08-31,start_keyboard_windows_key,,,image/jpeg,1994,https://pivotce.com/files/2014/08/start_keyboard_windows_key.jpg,images/files/2014/08/start_keyboard_windows_key.jpg,no,ok
1999,2014-08-31,notepad,,,image/jpeg,1994,https://pivotce.com/files/2014/08/notepad.jpg,images/files/2014/08/notepad.jpg,no,ok
2006,2014-08-31,hosts,,,image/png,1994,https://pivotce.com/files/2014/08/hosts.png,images/files/2014/08/hosts.png,no,ok
2009,2014-08-31,edithosts,,,image/png,1994,https://pivotce.com/files/2014/08/edithosts.png,images/files/2014/08/edithosts.png,no,ok
2014,2014-08-31,7zip,,,image/png,1994,https://pivotce.com/files/2014/08/7zip.png,images/files/2014/08/7zip.png,no,ok
2023,2014-08-31,preware featured image,,,image/jpeg,1994,https://pivotce.com/files/2014/08/preware-featured-image.jpg,images/files/2014/08/preware-featured-image.jpg,yes,ok
2048,2014-09-01,Tweaks,Tweaks is used to enable your favorite custom app settings.,,image/png,830,https://pivotce.com/files/2014/09/Affogato1.png,images/files/2014/09/Affogato1.png,no,ok
2050,2014-09-02,Tweaks,Tweaks is used to enable your favorite custom app settings.,,image/png,830,https://pivotce.com/files/2014/09/Affogato2.png,images/files/2014/09/Affogato2.png,no,ok
2071,2014-09-11,luneosheader,,,image/jpeg,830,https://pivotce.com/files/2014/09/luneosheader.jpg,images/files/2014/09/luneosheader.jpg,yes,ok
2080,2014-09-11,linuxmeme,,,image/jpeg,2072,https://pivotce.com/files/2014/09/linuxmeme.jpg,images/files/2014/09/linuxmeme.jpg,variant,ok
2099,2014-09-16,enyoappheader,,,image/jpeg,2088,https://pivotce.com/files/2014/09/enyoappheader.jpg,images/files/2014/09/enyoappheader.jpg,yes,ok
2107,2014-09-19,Me,,,image/jpeg,2104,https://pivotce.com/files/2014/09/Me.jpg,images/files/2014/09/Me.jpg,variant,ok
2108,2014-09-19,PalmZ72_TX_Linux_example,,,image/jpeg,2104,https://pivotce.com/files/2014/09/PalmZ72_TX_Linux_example.jpg,images/files/2014/09/PalmZ72_TX_Linux_example.jpg,yes,ok
2109,2014-09-19,GPE_Linux_booting,,,image/jpeg,2104,https://pivotce.com/files/2014/09/GPE_Linux_booting.jpg,images/files/2014/09/GPE_Linux_booting.jpg,yes,ok
2110,2014-09-19,Qtopia_running_Zire72,,,image/jpeg,2104,https://pivotce.com/files/2014/09/Qtopia_running_Zire72.jpg,images/files/2014/09/Qtopia_running_Zire72.jpg,yes,ok
2112,2014-09-19,PrewareShot,,,image/png,2104,https://pivotce.com/files/2014/09/PrewareShot.png,images/files/2014/09/PrewareShot.png,variant,ok
2127,2014-09-21,helpwantedheader,,,image/jpeg,2123,https://pivotce.com/files/2014/09/helpwantedheader.jpg,images/files/2014/09/helpwantedheader.jpg,yes,ok
2168,2014-10-02,lg_2.jpg,,,image/png,2162,https://pivotce.com/files/2014/10/lg_2.jpg.png,images/files/2014/10/lg_2.jpg.png,yes,ok
2180,2014-10-03,antoccinoheader,,,image/jpeg,2178,https://pivotce.com/files/2014/10/antoccinoheader.jpg,images/files/2014/10/antoccinoheader.jpg,yes,ok
2209,2014-10-10,Chicago_webOS_1,Image: George Mari,"From left: Sara, Chad, Keith and Marc. (Not pictured - George)",image/jpeg,,https://pivotce.com/files/2014/10/Chicago_webOS_1.jpg,images/files/2014/10/Chicago_webOS_1.jpg,yes,ok
2210,2014-10-10,Chicago_webOS_2,Image: George Mari,"A tradition of ours - we try to take a picture of all of the webOS devices everyone brought to the Meetup, and this time was no exception.",image/jpeg,2207,https://pivotce.com/files/2014/10/Chicago_webOS_2.jpg,images/files/2014/10/Chicago_webOS_2.jpg,yes,ok
2238,2014-10-16,webosshutdown,,,image/png,2236,https://pivotce.com/files/2014/10/webosshutdown.png,images/files/2014/10/webosshutdown.png,yes,ok
2245,2014-10-16,hpemail,HP Email to Devs,HP Email to Devs,image/png,2236,https://pivotce.com/files/2014/10/hpemail.png,images/files/2014/10/hpemail.png,yes,ok
2249,2014-10-17,Día_de_los_Muertos-webOS,Image: stereogab,Day of the Dead Skulls,image/jpeg,,https://pivotce.com/files/2014/10/Día_de_los_Muertos-webOS.jpg,images/files/2014/10/D_a_de_los_Muertos-webOS.jpg,yes,ok
2282,2014-10-21,firstuse_2014-20-10_203941,,,image/png,2200,https://pivotce.com/files/2014/10/firstuse_2014-20-10_203941.png,images/files/2014/10/firstuse_2014-20-10_203941.png,yes,ok
2283,2014-10-21,guidecomingbackheader,,,image/jpeg,2200,https://pivotce.com/files/2014/10/guidecomingbackheader.jpg,images/files/2014/10/guidecomingbackheader.jpg,yes,ok
2284,2014-10-21,wifi_2014-20-10_213230,,,image/png,2200,https://pivotce.com/files/2014/10/wifi_2014-20-10_213230.png,images/files/2014/10/wifi_2014-20-10_213230.png,yes,ok
2286,2014-10-21,Unknown_2014-20-10_213831,,,image/png,2200,https://pivotce.com/files/2014/10/Unknown_2014-20-10_213831.png,images/files/2014/10/Unknown_2014-20-10_213831.png,yes,ok
2287,2014-10-21,devmodeswitcher_2014-20-10_213843,,,image/png,2200,https://pivotce.com/files/2014/10/devmodeswitcher_2014-20-10_213843.png,images/files/2014/10/devmodeswitcher_2014-20-10_213843.png,yes,ok
2288,2014-10-21,wosqi,,,image/png,2200,https://pivotce.com/files/2014/10/wosqi.png,images/files/2014/10/wosqi.png,yes,ok
2289,2014-10-21,preware_2014-20-10_213512,,,image/png,2200,https://pivotce.com/files/2014/10/preware_2014-20-10_213512.png,images/files/2014/10/preware_2014-20-10_213512.png,yes,ok
2290,2014-10-21,findapps_2014-20-10_214842,,,image/png,2200,https://pivotce.com/files/2014/10/findapps_2014-20-10_214842.png,images/files/2014/10/findapps_2014-20-10_214842.png,yes,ok
2306,2014-10-29,Closing_Down,The HP webOS app catalogue closes to purchases.,The HP webOS app catalogue closes to purchases on the 1st of November 2014,image/png,2295,https://pivotce.com/files/2014/10/Closing_Down.png,images/files/2014/10/Closing_Down.png,yes,ok
2333,2014-11-01,blackeyeheader,,,image/jpeg,2318,https://pivotce.com/files/2014/10/blackeyeheader.jpg,images/files/2014/10/blackeyeheader.jpg,yes,ok
2335,2014-11-01,LuneOS First Use,The new first use application in action.,,image/jpeg,2318,https://pivotce.com/files/2014/11/LuneOS-First-Use.jpg,images/files/2014/11/LuneOS-First-Use.jpg,yes,ok
2344,2014-11-02,Logs,,,image/png,2205,https://pivotce.com/files/2014/10/collectlogs_2014-01-11_213855.png,images/files/2014/10/collectlogs_2014-01-11_213855.png,yes,ok
2345,2014-11-02,Govnah,,,image/png,2205,https://pivotce.com/files/2014/10/govnah_2014-01-11_215510.png,images/files/2014/10/govnah_2014-01-11_215510.png,yes,ok
2346,2014-11-02,Patches,,,image/png,2205,https://pivotce.com/files/2014/10/preware_2014-01-11_215012.png,images/files/2014/10/preware_2014-01-11_215012.png,variant,ok
2347,2014-11-02,Uberkernel,,,image/png,2205,https://pivotce.com/files/2014/10/preware_2014-01-11_215431.png,images/files/2014/10/preware_2014-01-11_215431.png,yes,ok
2348,2014-11-02,Tweaks,,,image/png,2205,https://pivotce.com/files/2014/10/tweaks_2014-01-11_214232.png,images/files/2014/10/tweaks_2014-01-11_214232.png,yes,ok
2350,2014-11-02,comingbackwebos,,,image/jpeg,2205,https://pivotce.com/files/2014/11/comingbackwebos.jpg,images/files/2014/11/comingbackwebos.jpg,yes,ok
2377,2014-11-11,Google_Calendar2,Use CalDAV from the 17th to access Google Calendar,Use CalDAV from the 17th to access Google Calendar,image/png,2365,https://pivotce.com/files/2014/11/Google_Calendar21.png,images/files/2014/11/Google_Calendar21.png,yes,ok
2420,2014-11-23,Final setup and cable,I made the hole for the cable with the soldering iron. Not elegant but you can’t see it.,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA258149-Medium.jpg,images/files/2014/11/PA258149-Medium.jpg,yes,ok
2421,2014-11-23,What cable!?,I really like how the cable turned out. Nice and hidden.,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA258152-Medium.jpg,images/files/2014/11/PA258152-Medium.jpg,yes,ok
2423,2014-11-23,Almost done the first time,I thought it was done! But 4 magnets just weren’t strong enough. I could bump the touchstone off or take the whole thing off when removing the phone.,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA207993-Medium.jpg,images/files/2014/11/PA207993-Medium.jpg,yes,ok
2424,2014-11-23,Final setup,This is the final setup with 8 magnets set higher. The holder arms are adjustable.,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA258153-Medium.jpg,images/files/2014/11/PA258153-Medium.jpg,yes,ok
2425,2014-11-23,Rotates,It even rotates! This was kind of an after thought but I use nDrive beta on my Pre3 and it looks a lot better in landscape.,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA208001-Medium.jpg,images/files/2014/11/PA208001-Medium.jpg,yes,ok
2427,2014-11-23,Add-A-Fuse,Here’s my add-a-fuse and circuit breaker in my car. Pretty simple.,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA207998-Medium.jpg,images/files/2014/11/PA207998-Medium.jpg,yes,ok
2428,2014-11-23,8 Magnets on the Holder,I actually removed the first 4 magnets and moved all of them up to give the Pre3 more room. The bottom of the Pre3 and Pixi rest ever so slightly onto the two extension feet of the holder.,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA258148-Medium.jpg,images/files/2014/11/PA258148-Medium.jpg,yes,ok
2429,2014-11-23,First full Setup,You can’t tell but this is the first complete setup with 4 magnets. They were too low and didn’t give the Pre3 enough room. Looked good though without the Pre3 on it!,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA207991-Medium.jpg,images/files/2014/11/PA207991-Medium.jpg,yes,ok
2430,2014-11-23,My View,It clears my turn signal easily by 2-3 inches. I can see it clearly but it’s not distracting.,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA208000-Medium.jpg,images/files/2014/11/PA208000-Medium.jpg,yes,ok
2431,2014-11-23,OLYMPUS DIGITAL CAMERA,,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA207992-Medium.jpg,images/files/2014/11/PA207992-Medium.jpg,yes,ok
2432,2014-11-23,Finished Product,Sporting my Pre2 the day I was done with the project. Looks great!,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA207999-Medium-e1416711073347.jpg,images/files/2014/11/PA207999-Medium-e1416711073347.jpg,yes,ok
2433,2014-11-23,8 Magnets,The final look with 8 magnets.,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA258147-Medium.jpg,images/files/2014/11/PA258147-Medium.jpg,yes,ok
2434,2014-11-23,Ground,A look at the final ground setup.,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA258146-Medium-e1416711091725.jpg,images/files/2014/11/PA258146-Medium-e1416711091725.jpg,yes,ok
2435,2014-11-23,TS Bottom,Here you can see the cut I made pretty well. This cleared out room for the angled cable. It’s an early attempt with only 4 magnets.,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA207994-Medium.jpg,images/files/2014/11/PA207994-Medium.jpg,yes,ok
2436,2014-11-23,In sunlight,With the holder so close to the window it was important to see how it would look in direct sunlight. I think it’s doing great.,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA258156-Medium-e1416711052702.jpg,images/files/2014/11/PA258156-Medium-e1416711052702.jpg,yes,ok
2437,2014-11-23,Angled Cable,An early look at the setup where you can see only 4 magnets on the holder. Angled cable ready to go.,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA207996-Medium.jpg,images/files/2014/11/PA207996-Medium.jpg,yes,ok
2438,2014-11-23,TS Back,Here’s an early look at the back. Still has 4 magnets but I’d made the cut to fit the cable already.,,image/jpeg,2363,https://pivotce.com/files/2014/11/PA207995-Medium.jpg,images/files/2014/11/PA207995-Medium.jpg,yes,ok
2440,2014-11-23,touchstonecar,,,image/jpeg,2363,https://pivotce.com/files/2014/11/touchstonecar.jpg,images/files/2014/11/touchstonecar.jpg,yes,ok
2454,2014-12-01,blacktieluneos2,,,image/jpeg,2450,https://pivotce.com/files/2014/11/blacktieluneos2.jpg,images/files/2014/11/blacktieluneos2.jpg,yes,ok
2457,2014-12-01,wosqi,,,image/jpeg,1994,https://pivotce.com/files/2014/08/wosqi.jpg,images/files/2014/08/wosqi.jpg,yes,ok
2465,2014-12-02,ipksaveheader,,,image/jpeg,2352,https://pivotce.com/files/2014/12/ipksaveheader.jpg,images/files/2014/12/ipksaveheader.jpg,yes,ok
2471,2014-12-02,WOSQI,,,image/png,2352,https://pivotce.com/files/2014/12/WOSQI.png,images/files/2014/12/WOSQI.png,yes,ok
2473,2014-12-02,Apps,,,image/png,2352,https://pivotce.com/files/2014/12/Apps.png,images/files/2014/12/Apps.png,yes,ok
2474,2014-12-02,enyo-findapps_2014-01-11_234807,,,image/png,2352,https://pivotce.com/files/2014/12/enyo-findapps_2014-01-11_234807.png,images/files/2014/12/enyo-findapps_2014-01-11_234807.png,yes,ok
2475,2014-12-02,Unknown_2014-01-11_232905,,,image/png,2352,https://pivotce.com/files/2014/12/Unknown_2014-01-11_232905.png,images/files/2014/12/Unknown_2014-01-11_232905.png,yes,ok
2478,2014-12-02,Delete,,,image/png,2352,https://pivotce.com/files/2014/12/Delete.png,images/files/2014/12/Delete.png,yes,ok
2505,2014-12-15,accuweather-hero,,,image/jpeg,2504,https://pivotce.com/files/2014/12/accuweather-hero.jpg,images/files/2014/12/accuweather-hero.jpg,yes,ok
2509,2014-12-15,Oysterpail,App Take out,Takeout,image/jpeg,2395,https://pivotce.com/files/2014/12/Oysterpail.jpg,images/files/2014/12/Oysterpail.jpg,yes,ok
2539,2014-12-19,oldskool,,,image/png,2513,https://pivotce.com/files/2014/12/oldskool.png,images/files/2014/12/oldskool.png,yes,ok
2540,2014-12-19,josh,,,image/png,2513,https://pivotce.com/files/2014/12/josh.png,images/files/2014/12/josh.png,yes,ok
2543,2014-12-19,Result,,,image/png,2395,https://pivotce.com/files/2014/12/Result.png,images/files/2014/12/Result.png,yes,ok
2554,2015-01-03,devicestack,,,image/jpeg,2551,https://pivotce.com/files/2015/01/devicestack.jpg,images/files/2015/01/devicestack.jpg,yes,ok
2567,2015-01-06,LGCES2015,Mr Tim Alessi presenting the new range of webOS TVs for 2015,Mr Tim Alessi presenting the new range of webOS TVs for 2015,image/jpeg,2561,https://pivotce.com/files/2015/01/LGCES20151.jpg,images/files/2015/01/LGCES20151.jpg,yes,ok
2583,2015-01-07,tcl,Palm joins TCL,Palm joins TCL,image/jpeg,2577,https://pivotce.com/files/2015/01/tcl.jpg,images/files/2015/01/tcl.jpg,yes,ok
2591,2015-01-08,watch,,,image/jpeg,2590,https://pivotce.com/files/2015/01/watch.jpg,images/files/2015/01/watch.jpg,yes,ok
2603,2015-01-09,breve,,,image/png,2600,https://pivotce.com/files/2015/01/breve.png,images/files/2015/01/breve.png,yes,ok
2617,2015-01-09,Telephony Settings,,,image/png,2600,https://pivotce.com/files/2015/01/Telephony-Settings.png,images/files/2015/01/Telephony-Settings.png,no,ok
2618,2015-01-09,Browser Cell Data,,,image/png,2600,https://pivotce.com/files/2015/01/Browser-Cell-Data.png,images/files/2015/01/Browser-Cell-Data.png,no,ok
2619,2015-01-09,Data Showing,,,image/png,2600,https://pivotce.com/files/2015/01/Data-Showing.png,images/files/2015/01/Data-Showing.png,no,ok
2620,2015-01-09,GPS Lock,,,image/jpeg,2600,https://pivotce.com/files/2015/01/GPS-Lock.jpg,images/files/2015/01/GPS-Lock.jpg,no,ok
2628,2015-01-13,HP_Departure_Lounge,No rush to leave HP. Original image by: Michal Osmenda,No rush to leave HP,image/jpeg,2576,https://pivotce.com/files/2015/01/HP_Departure_Lounge.jpg,images/files/2015/01/HP_Departure_Lounge.jpg,yes,ok
2639,2015-01-13,Breaking,,,image/png,,https://pivotce.com/files/2015/01/Breaking.png,images/files/2015/01/Breaking.png,yes,ok
2640,2015-01-13,Flash,,,image/png,,https://pivotce.com/files/2015/01/Flash.png,images/files/2015/01/Flash.png,yes,ok
2644,2015-01-21,5345372612_d3d436d160_b,,,image/jpeg,2642,https://pivotce.com/files/2015/01/5345372612_d3d436d160_b.jpg,images/files/2015/01/5345372612_d3d436d160_b.jpg,no,ok
2653,2015-02-04,20150121215722,,,image/png,2650,https://pivotce.com/files/2015/02/20150121215722.png,images/files/2015/02/20150121215722.png,yes,ok
2654,2015-02-04,20150121215708,,,image/png,2650,https://pivotce.com/files/2015/02/20150121215708.png,images/files/2015/02/20150121215708.png,yes,ok
2655,2015-02-04,20150121215711,,,image/png,2650,https://pivotce.com/files/2015/02/20150121215711.png,images/files/2015/02/20150121215711.png,yes,ok
2656,2015-02-04,20150131124926,,,image/png,2650,https://pivotce.com/files/2015/02/20150131124926.png,images/files/2015/02/20150131124926.png,yes,ok
2657,2015-02-04,20150204192430,,,image/png,2650,https://pivotce.com/files/2015/02/20150204192430.png,images/files/2015/02/20150204192430.png,yes,ok
2659,2015-02-04,20150204194755,,,image/png,2650,https://pivotce.com/files/2015/02/20150204194755.png,images/files/2015/02/20150204194755.png,yes,ok
2661,2015-02-04,cafeamericano,,,image/jpeg,2650,https://pivotce.com/files/2015/02/cafeamericano.jpg,images/files/2015/02/cafeamericano.jpg,yes,ok
2683,2015-02-27,LG Urbane LTE,,LG Urbane LTE,image/png,2682,https://pivotce.com/files/2015/02/watch.png,images/files/2015/02/watch.png,yes,ok
2686,2015-02-27,Audi webOS Watch,Shown this year at CES,Audi webOS Watch,image/png,2682,https://pivotce.com/files/2015/02/watch2.png,images/files/2015/02/watch2.png,variant,ok
2688,2015-02-27,InspectorGadget,,,image/jpeg,2682,https://pivotce.com/files/2015/02/InspectorGadget.jpg,images/files/2015/02/InspectorGadget.jpg,variant,ok
2705,2015-03-05,stlouisbanner,,,image/jpeg,2697,https://pivotce.com/files/2015/03/stlouisbanner.jpg,images/files/2015/03/stlouisbanner.jpg,yes,ok
2713,2015-03-05,Fix_Yahoo,Fix Yahoo mail,Fix Yahoo mail,image/png,2706,https://pivotce.com/files/2015/03/Fix_Yahoo.png,images/files/2015/03/Fix_Yahoo.png,yes,ok
2717,2015-03-08,Pi Pizzeria,,,image/jpeg,2697,https://pivotce.com/files/2015/03/pi.jpg,images/files/2015/03/pi.jpg,yes,ok
2734,2015-03-12,hpdoor,,,image/jpeg,2298,https://pivotce.com/files/2015/03/hpdoor.jpg,images/files/2015/03/hpdoor.jpg,yes,ok
2756,2015-03-31,tcl01042015,,,image/jpeg,2753,https://pivotce.com/files/2015/03/tcl01042015.jpg,images/files/2015/03/tcl01042015.jpg,yes,ok
2764,2015-04-02,facebook,,,image/jpeg,2745,https://pivotce.com/files/2015/04/facebook.jpg,images/files/2015/04/facebook.jpg,no,ok
2765,2015-04-02,facebook2,,,image/jpeg,2745,https://pivotce.com/files/2015/04/facebook2.jpg,images/files/2015/04/facebook2.jpg,yes,ok
2768,2015-04-02,PalmPilot,,,image/jpeg,2767,https://pivotce.com/files/2015/04/PalmPilot.jpg,images/files/2015/04/PalmPilot.jpg,yes,ok
2775,2015-04-04,facebookLarge,Facebook app not syncing,Can the app be fixed?,image/png,2745,https://pivotce.com/files/2015/04/facebookLarge.png,images/files/2015/04/facebookLarge.png,yes,ok
2799,2015-04-08,aulaitheader-1024×576,,,image/jpeg,2795,https://pivotce.com/files/2015/04/aulaitheader-1024x576.jpg,images/files/2015/04/aulaitheader-1024x576.jpg,yes,ok
2805,2015-04-09,DSC01471,,,image/jpeg,2804,https://pivotce.com/files/2015/04/DSC01471.jpg,images/files/2015/04/DSC01471.jpg,yes,ok
2809,2015-04-09,26,I think it turned out pretty great!,,image/jpeg,2804,https://pivotce.com/files/2015/04/10838057_10155377074465191_4901126474371327667_o.jpg,images/files/2015/04/10838057_10155377074465191_4901126474371327667_o.jpg,yes,ok
2810,2015-04-09,1,The original plan.,,image/jpeg,2804,https://pivotce.com/files/2015/04/10860993_10155377068575191_2717037939062808454_o.jpg,images/files/2015/04/10860993_10155377068575191_2717037939062808454_o.jpg,yes,ok
2811,2015-04-09,22,The top layer with everything inside.,,image/jpeg,2804,https://pivotce.com/files/2015/04/11103219_10155377073055191_5079425937654843563_o.jpg,images/files/2015/04/11103219_10155377073055191_5079425937654843563_o.jpg,yes,ok
2812,2015-04-09,Inside back,,,image/jpeg,2804,https://pivotce.com/files/2015/04/11043431_10155309962615191_4699899995116607714_o.jpg,images/files/2015/04/11043431_10155309962615191_4699899995116607714_o.jpg,yes,ok
2813,2015-04-09,Rear,,,image/jpeg,2804,https://pivotce.com/files/2015/04/1504558_10155301910450191_2500781438964075021_n.jpg,images/files/2015/04/1504558_10155301910450191_2500781438964075021_n.jpg,yes,ok
